x,y,Analytical solution,Numerical solution
-0.96,-0.6,0.050176,0.0497999
-0.96,-0.59,0.051109,0.0507248
-0.96,-0.58,0.0520262,0.0516342
-0.96,-0.57,0.0529278,0.0525279
-0.96,-0.56,0.0538138,0.0534061
-0.96,-0.55,0.054684,0.0542687
-0.96,-0.54,0.0555386,0.0551157
-0.96,-0.53,0.0563774,0.0559472
-0.96,-0.52,0.0572006,0.0567631
-0.96,-0.51,0.0580082,0.0575634
-0.96,-0.5,0.0588,0.0583481
-0.96,-0.49,0.0595762,0.0591173
-0.96,-0.48,0.0603366,0.0598709
-0.96,-0.47,0.0610814,0.060609
-0.96,-0.46,0.0618106,0.0613314
-0.96,-0.45,0.062524,0.0620384
-0.96,-0.44,0.0632218,0.0627297
-0.96,-0.43,0.0639038,0.0634055
-0.96,-0.42,0.0645702,0.0640658
-0.96,-0.41,0.065221,0.0647105
