x,y,Analytical solution,Numerical solution
-0.414634,0.365854,0.717241,0.710592
-0.414634,0.414634,0.685714,0.679396
-0.414634,0.463415,0.650246,0.644332
-0.414634,0.512195,0.610837,0.605328
-0.414634,0.560976,0.567488,0.562448
-0.414634,0.609756,0.520197,0.515626
-0.414634,0.658537,0.468965,0.464917
-0.414634,0.707317,0.413793,0.410268
-0.414634,0.756098,0.35468,0.351719
-0.414634,0.804878,0.291626,0.289228
-0.414634,0.853658,0.224631,0.222826
-0.414634,0.902439,0.153695,0.152482
-0.414634,0.951219,0.0788178,0.0782113
-0.365854,-0.951219,0.0824415,0.0818015
-0.365854,-0.902439,0.160761,0.159481
-0.365854,-0.853659,0.234958,0.233053
-0.365854,-0.804878,0.305034,0.302504
-0.365854,-0.756098,0.370987,0.367862
-0.365854,-0.707317,0.432818,0.429097
-0.365854,-0.658537,0.490527,0.486255
-0.365854,-0.609756,0.544114,0.53929
-0.365854,-0.560976,0.593579,0.58826
-0.365854,-0.512195,0.638922,0.633107
-0.365854,-0.463415,0.680142,0.673901
-0.365854,-0.414634,0.717241,0.710573
-0.365854,-0.365854,0.750218,0.7432
-0.365854,-0.317073,0.779072,0.771706
-0.365854,-0.268293,0.803805,0.796176
-0.365854,-0.219512,0.824415,0.816524
-0.365854,-0.170732,0.840903,0.832842
-0.365854,-0.121951,0.85327,0.845038
-0.365854,-0.0731708,0.861514,0.853208
-0.365854,-0.0243903,0.865636,0.857257
-0.365854,0.0243902,0.865636,0.857282
-0.365854,0.0731707,0.861514,0.853184
-0.365854,0.121951,0.85327,0.845062
-0.365854,0.170732,0.840903,0.832818
-0.365854,0.219512,0.824415,0.816547
-0.365854,0.268293,0.803805,0.796153
-0.365854,0.317073,0.779072,0.771728
-0.365854,0.365854,0.750218,0.74318
-0.365854,0.414634,0.717241,0.710592
-0.365854,0.463415,0.680143,0.673883
-0.365854,0.512195,0.638922,0.633124
-0.365854,0.560976,0.593579,0.588244
-0.365854,0.609756,0.544114,0.539304
-0.365854,0.658537,0.490527,0.486242
-0.365854,0.707317,0.432818,0.429108
-0.365854,0.756098,0.370987,0.367852
-0.365854,0.804878,0.305034,0.302511
-0.365854,0.853658,0.234958,0.233048
-0.365854,0.902439,0.160761,0.159485
-0.365854,0.951219,0.0824416,0.0817996
-0.317073,-0.951219,0.0856124,0.0849405
-0.317073,-0.902439,0.166944,0.165608
-0.317073,-0.853659,0.243995,0.241995
-0.317073,-0.804878,0.316766,0.314125
-0.317073,-0.756098,0.385256,0.381975
-0.317073,-0.707317,0.449465,0.445582
-0.317073,-0.658537,0.509393,0.504909
-0.317073,-0.609756,0.565041,0.560007
-0.317073,-0.560976,0.616409,0.610825
-0.317073,-0.512195,0.663496,0.657428
-0.317073,-0.463415,0.706302,0.69975
-0.317073,-0.414634,0.744827,0.737868
-0.317073,-0.365854,0.779072,0.771706
-0.317073,-0.317073,0.809037,0.801349
-0.317073,-0.268293,0.83472,0.826712
-0.317073,-0.219512,0.856123,0.847888
-0.317073,-0.170732,0.873246,0.864783
-0.317073,-0.121951,0.886088,0.877497
-0.317073,-0.0731708,0.894649,0.885931
-0.317073,-0.0243903,0.898929,0.890186
-0.317073,0.0243902,0.898929,0.89016
-0.317073,0.0731707,0.894649,0.885956
-0.317073,0.121951,0.886088,0.877472
-0.317073,0.170732,0.873246,0.864808
-0.317073,0.219512,0.856123,0.847864
-0.317073,0.268293,0.83472,0.826736
-0.317073,0.317073,0.809037,0.801327
-0.317073,0.365854,0.779072,0.771728
-0.317073,0.414634,0.744827,0.737848
-0.317073,0.463415,0.706302,0.699769
-0.317073,0.512195,0.663496,0.65741
-0.317073,0.560976,0.616409,0.610841
-0.317073,0.609756,0.565042,0.559992
-0.317073,0.658537,0.509393,0.504922
-0.317073,0.707317,0.449465,0.445571
-0.317073,0.756098,0.385256,0.381984
-0.317073,0.804878,0.316766,0.314118
-0.317073,0.853658,0.243995,0.242001
